"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper 1","2 de jan. de 2025, 15:33","2 de jan. de 2025, 17:44","","Lat Pulldown (Cable)",,"",1,"warmup",70,5,,,
"Upper 1","2 de jan. de 2025, 15:33","2 de jan. de 2025, 17:44","","Lat Pulldown (Cable)",,"",2,"normal",77,7,,,
"Upper 1","2 de jan. de 2025, 15:33","2 de jan. de 2025, 17:44","","Lat Pulldown (Cable)",,"",3,"failure",82,6,,,
"Upper 1","2 de jan. de 2025, 15:33","2 de jan. de 2025, 17:44","","Chest Fly (Machine)",,"",0,"normal",100,8,,,
"Upper 1","2 de jan. de 2025, 15:33","2 de jan. de 2025, 17:44","","Chest Fly (Machine)",,"",1,"failure",107,5,,,
"Upper 1","2 de jan. de 2025, 15:33","2 de jan. de 2025, 17:44","","Chest Supported Incline Row (Dumbbell)",,"",0,"failure",72,12,,,
"Upper 1","2 de jan. de 2025, 15:33","2 de jan. de 2025, 17:44","","Chest Supported Incline Row (Dumbbell)",,"",1,"failure",76,8,,,
"Upper 1","2 de jan. de 2025, 15:33","2 de jan. de 2025, 17:44","","Lateral Raise (Cable)",,"",0,"normal",20,8,,,
"Upper 1","2 de jan. de 2025, 15:33","2 de jan. de 2025, 17:44","","Triceps Extension (Cable)",,"",0,"normal",40,10,,,
"Upper 1","2 de jan. de 2025, 15:33","2 de jan. de 2025, 17:44","","Triceps Extension (Cable)",,"",1,"normal",45,8,,,
"Upper 1","2 de jan. de 2025, 15:33","2 de jan. de 2025, 17:44","","Preacher Curl (Machine)",,"",0,"normal",40,12,,,
"Upper 1","2 de jan. de 2025, 15:33","2 de jan. de 2025, 17:44","","Preacher Curl (Machine)",,"",1,"normal",50,6,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Incline Bench Press (Dumbbell)",,"",0,"warmup",36,12,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Incline Bench Press (Dumbbell)",,"",1,"warmup",52,5,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Incline Bench Press (Dumbbell)",,"",2,"warmup",56,3,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Incline Bench Press (Dumbbell)",,"",3,"normal",60,8,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Incline Bench Press (Dumbbell)",,"",4,"failure",64,8,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Lat Pulldown (Cable)",,"",0,"warmup",50,12,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Lat Pulldown (Cable)",,"",1,"warmup",70,5,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Lat Pulldown (Cable)",,"",2,"normal",77,7,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Lat Pulldown (Cable)",,"",3,"failure",82,5,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Chest Fly (Machine)",,"",0,"normal",100,8,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Chest Fly (Machine)",,"",1,"failure",107,5,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Chest Supported Incline Row (Dumbbell)",,"",0,"failure",68,12,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Chest Supported Incline Row (Dumbbell)",,"",1,"failure",72,10,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Lateral Raise (Cable)",,"",0,"normal",15,12,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Lateral Raise (Cable)",,"",1,"failure",20,7,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Triceps Extension (Cable)",,"",0,"normal",40,10,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Triceps Extension (Cable)",,"",1,"normal",45,8,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Preacher Curl (Machine)",,"",0,"normal",40,12,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Preacher Curl (Machine)",,"",1,"normal",45,8,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Behind the Back Wrist Curl (Barbell)",,"",0,"failure",75,12,,,
"Upper 1","16 de dez. de 2024, 15:19","16 de dez. de 2024, 17:27","","Behind the Back Wrist Curl (Barbell)",,"",1,"failure",75,10,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Crunch (Machine)",,"",0,"normal",84,12,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Crunch (Machine)",,"",1,"normal",90,10,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Crunch (Machine)",,"",2,"normal",97,9,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Single Leg Standing Calf Raise (Barbell)",,"",0,"normal",40,12,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Single Leg Standing Calf Raise (Barbell)",,"",1,"normal",60,12,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Single Leg Standing Calf Raise (Barbell)",,"",2,"normal",70,12,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Straight Leg Deadlift",,"",0,"warmup",80,12,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Straight Leg Deadlift",,"",1,"warmup",100,3,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Straight Leg Deadlift",,"",2,"failure",110,6,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Seated Leg Curl (Machine)",,"",0,"normal",70,12,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Seated Leg Curl (Machine)",,"",1,"normal",89,8,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Leg Extension (Machine)",,"",0,"warmup",77,3,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Leg Extension (Machine)",,"",1,"normal",84,10,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Leg Extension (Machine)",,"",2,"normal",90,15,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Lying Leg Curl (Machine)",,"",0,"normal",50,10,,,
"lower 2","13 de dez. de 2024, 10:52","13 de dez. de 2024, 12:26","","Lying Leg Curl (Machine)",,"",1,"failure",55,6,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Lat Pulldown (Cable)",,"",0,"warmup",50,12,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Lat Pulldown (Cable)",,"",1,"warmup",70,5,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Lat Pulldown (Cable)",,"",2,"normal",77,8,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Lat Pulldown (Cable)",,"",3,"normal",82,8,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Chest Fly (Machine)",,"",0,"warmup",79,3,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Chest Fly (Machine)",,"",1,"warmup",86,5,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Chest Fly (Machine)",,"",2,"normal",93,9,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Chest Fly (Machine)",,"",3,"failure",100,8,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Seated Cable Row - V Grip (Cable)",,"",0,"normal",70,8,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Seated Cable Row - V Grip (Cable)",,"",1,"failure",77,10,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Chest Dip",,"",0,"normal",,13,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Chest Dip",,"",1,"normal",,13,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Shoulder Press (Dumbbell)",,"",0,"normal",40,10,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Shoulder Press (Dumbbell)",,"",1,"failure",44,10,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Triceps Pushdown",,"",0,"normal",60,5,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Triceps Pushdown",,"",1,"normal",70,6,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Seated Incline Curl (Dumbbell)",,"",0,"normal",20,8,,,
"upper 2","12 de dez. de 2024, 15:08","12 de dez. de 2024, 16:33","treino mais rapido da história pois o onibus passava em 10 min (nem deu p fazer tudo)","Seated Incline Curl (Dumbbell)",,"",1,"normal",14,5,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Crunch (Machine)",,"",0,"normal",84,12,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Crunch (Machine)",,"",1,"normal",90,11,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Crunch (Machine)",,"",2,"normal",97,9,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Single Leg Standing Calf Raise (Barbell)",,"",0,"normal",40,12,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Single Leg Standing Calf Raise (Barbell)",,"",1,"normal",50,12,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Single Leg Standing Calf Raise (Barbell)",,"",2,"normal",60,12,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Squat (Barbell)",,"",0,"warmup",60,12,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Squat (Barbell)",,"",1,"warmup",80,5,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Squat (Barbell)",,"",2,"warmup",90,3,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Squat (Barbell)",,"",3,"normal",100,6,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Leg Extension (Machine)",,"",0,"warmup",90,5,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Leg Extension (Machine)",,"",1,"normal",77,12,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Leg Extension (Machine)",,"",2,"normal",84,12,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Leg Extension (Machine)",,"",3,"failure",50,20,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Lying Leg Curl (Machine)",,"",0,"warmup",45,5,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Lying Leg Curl (Machine)",,"",1,"normal",50,11,,,
"Lower 1","10 de dez. de 2024, 15:40","10 de dez. de 2024, 16:54","leg day dps de 1 século. Regressão de carga veio em peso

PS:malhar e correr melhor que fuder🔥🔥🔥🔥🔥🔥🔥🔥🔥","Lying Leg Curl (Machine)",,"",2,"normal",55,9,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Incline Bench Press (Dumbbell)",,"",0,"warmup",36,12,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Incline Bench Press (Dumbbell)",,"",1,"warmup",52,5,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Incline Bench Press (Dumbbell)",,"",2,"warmup",56,3,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Incline Bench Press (Dumbbell)",,"",3,"normal",60,7,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Incline Bench Press (Dumbbell)",,"",4,"failure",64,7,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Lat Pulldown (Cable)",,"",0,"warmup",50,12,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Lat Pulldown (Cable)",,"",1,"warmup",70,5,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Lat Pulldown (Cable)",,"",2,"normal",77,8,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Lat Pulldown (Cable)",,"",3,"failure",82,12,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Chest Fly (Machine)",,"",0,"normal",100,9,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Chest Fly (Machine)",,"",1,"failure",107,6,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Chest Supported Incline Row (Dumbbell)",,"",0,"failure",68,10,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Chest Supported Incline Row (Dumbbell)",,"",1,"failure",72,8,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Lateral Raise (Cable)",,"",0,"normal",15,10,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Lateral Raise (Cable)",,"",1,"failure",20,6,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Triceps Extension (Cable)",,"",0,"normal",35,12,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Triceps Extension (Cable)",,"",1,"normal",40,8,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Preacher Curl (Machine)",,"",0,"normal",35,12,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Preacher Curl (Machine)",,"",1,"normal",40,8,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Behind the Back Wrist Curl (Barbell)",,"",0,"failure",75,10,,,
"Upper 1","9 de dez. de 2024, 15:12","9 de dez. de 2024, 17:25","","Behind the Back Wrist Curl (Barbell)",,"",1,"failure",75,6,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Incline Bench Press (Dumbbell)",,"",0,"warmup",36,12,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Incline Bench Press (Dumbbell)",,"",1,"warmup",52,5,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Incline Bench Press (Dumbbell)",,"",2,"warmup",56,3,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Incline Bench Press (Dumbbell)",,"",3,"normal",60,7,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Incline Bench Press (Dumbbell)",,"",4,"failure",64,6,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Chest Fly (Machine)",,"",0,"warmup",93,3,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Chest Fly (Machine)",,"",1,"normal",100,9,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Chest Fly (Machine)",,"",2,"failure",107,9,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Chest Dip",,"",0,"normal",,13,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Chest Dip",,"",1,"failure",,11,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Chest Dip",,"",2,"dropset",,12,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Shoulder Press (Dumbbell)",,"",0,"warmup",40,3,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Shoulder Press (Dumbbell)",,"",1,"failure",44,12,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Lateral Raise (Cable)",,"",0,"normal",15,10,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Lateral Raise (Cable)",,"",1,"failure",20,6,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Triceps Rope Pushdown",,"",0,"warmup",60,5,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Triceps Rope Pushdown",,"",1,"warmup",70,6,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Triceps Rope Pushdown",,"",2,"failure",70,5,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Triceps Extension (Cable)",,"",0,"failure",40,10,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Triceps Extension (Cable)",,"",1,"failure",45,10,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Crunch (Machine)",,"",0,"normal",84,12,,,
"peitinho","28 de nov. de 2024, 15:13","28 de nov. de 2024, 18:51","","Crunch (Machine)",,"",1,"normal",90,10,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Chest Fly (Machine)",,"",0,"warmup",52,12,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Chest Fly (Machine)",,"",1,"warmup",79,5,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Chest Fly (Machine)",,"",2,"warmup",93,3,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Chest Fly (Machine)",,"",3,"normal",100,9,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Chest Fly (Machine)",,"",4,"failure",107,7,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Incline Bench Press (Dumbbell)",,"",0,"warmup",56,3,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Incline Bench Press (Dumbbell)",,"",1,"normal",60,6,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Incline Bench Press (Dumbbell)",,"",2,"failure",64,6,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Chest Dip",,"",0,"normal",,13,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Chest Dip",,"",1,"failure",,11,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Chest Dip",,"",2,"dropset",,12,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Lateral Raise (Cable)",,"",0,"normal",15,10,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Lateral Raise (Cable)",,"",1,"failure",20,11,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",66,3,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",73,7,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Triceps Rope Pushdown",,"",0,"warmup",60,5,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Triceps Rope Pushdown",,"",1,"warmup",65,3,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Triceps Rope Pushdown",,"",2,"failure",70,8,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Triceps Extension (Cable)",,"",0,"warmup",35,3,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Triceps Extension (Cable)",,"",1,"failure",40,10,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Triceps Extension (Cable)",,"",2,"failure",45,10,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Crunch (Machine)",,"",0,"normal",84,12,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Crunch (Machine)",,"",1,"normal",90,10,,,
"peitinho","6 de nov. de 2024, 10:41","6 de nov. de 2024, 12:48","","Crunch (Machine)",,"",2,"normal",97,8,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Lat Pulldown (Cable)",,"",0,"warmup",50,12,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Lat Pulldown (Cable)",,"",1,"warmup",70,5,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Lat Pulldown (Cable)",,"",2,"warmup",77,3,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Lat Pulldown (Cable)",,"",3,"failure",84,8,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Chest Supported Incline Row (Dumbbell)",,"",0,"warmup",60,3,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",64,10,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Chest Supported Incline Row (Dumbbell)",,"",2,"failure",68,10,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Chest Supported Incline Row (Dumbbell)",,"",3,"failure",72,8,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Iso-Lateral Row (Machine)",,"",0,"failure",90,6,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Hammer Curl (Dumbbell)",,"",0,"warmup",18,12,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Hammer Curl (Dumbbell)",,"",1,"warmup",22,5,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Hammer Curl (Dumbbell)",,"",2,"normal",24,10,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Hammer Curl (Dumbbell)",,"",3,"normal",24,6,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Seated Incline Curl (Dumbbell)",,"",0,"failure",20,8,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Preacher Curl (Barbell)",,"",0,"normal",20,10,,,
"beck dei","4 de nov. de 2024, 15:23","4 de nov. de 2024, 16:54","","Preacher Curl (Barbell)",,"",1,"failure",25,8,,,
"perna","31 de out. de 2024, 10:33","31 de out. de 2024, 12:23","","Seated Calf Raise",,"",0,"normal",40,15,,,
"perna","31 de out. de 2024, 10:33","31 de out. de 2024, 12:23","","Seated Calf Raise",,"",1,"normal",60,12,,,
"perna","31 de out. de 2024, 10:33","31 de out. de 2024, 12:23","","Seated Calf Raise",,"",2,"normal",70,12,,,
"perna","31 de out. de 2024, 10:33","31 de out. de 2024, 12:23","","Squat (Barbell)",,"",0,"warmup",60,12,,,
"perna","31 de out. de 2024, 10:33","31 de out. de 2024, 12:23","","Squat (Barbell)",,"",1,"warmup",80,5,,,
"perna","31 de out. de 2024, 10:33","31 de out. de 2024, 12:23","","Squat (Barbell)",,"",2,"warmup",90,3,,,
"perna","31 de out. de 2024, 10:33","31 de out. de 2024, 12:23","","Squat (Barbell)",,"",3,"normal",100,8,,,
"perna","31 de out. de 2024, 10:33","31 de out. de 2024, 12:23","","Squat (Barbell)",,"",4,"failure",110,6,,,
