"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Deadlift (Barbell)",,"",4,"normal",170,5,,,9.5
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Hip Thrust (Machine)",,"",0,"warmup",60,5,,,
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Hip Thrust (Machine)",,"",1,"warmup",85,3,,,
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Hip Thrust (Machine)",,"",2,"normal",85,11,,,10
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Seated Leg Curl (Machine)",,"",0,"warmup",77,6,,,
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Seated Leg Curl (Machine)",,"",1,"warmup",104,3,,,
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Seated Leg Curl (Machine)",,"",2,"normal",104,10,,,10
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Seated Leg Curl (Machine)",,"",3,"normal",104,6,,,
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Leg Extension (Machine)",,"",0,"warmup",57,12,,,
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Leg Extension (Machine)",,"",1,"warmup",104,3,,,
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Single Leg Extensions",,"",0,"normal",57,12,,,10
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Calf Extension (Machine)",,"",0,"warmup",131.8,12,,,
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Calf Extension (Machine)",,"",1,"normal",168.2,12,,,
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Calf Extension (Machine)",,"",2,"normal",177.3,12,,,
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Hip Adduction (Machine)",,"",0,"warmup",57,6,,,
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Hip Adduction (Machine)",,"",1,"warmup",70,3,,,
"Hamstrings🦘","29 de mai. de 2026, 19:57","29 de mai. de 2026, 21:30","treino concentrado","Hip Adduction (Machine)",,"",2,"normal",70,8,,,10
"cardio 🚴","28 de mai. de 2026, 16:08","28 de mai. de 2026, 16:44","","Cycling",,"",0,"normal",,,9.26,2160,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Crunch (Machine)",,"",0,"warmup",50,12,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Crunch (Machine)",,"",1,"warmup",77,5,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Crunch (Machine)",,"",2,"warmup",104,3,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Crunch (Machine)",,"",3,"normal",104,11,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Chest Fly (Machine)",,"",0,"warmup",59.1,12,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Chest Fly (Machine)",,"",1,"warmup",79.5,5,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Chest Fly (Machine)",,"",2,"warmup",100,2,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Chest Fly (Machine)",,"",3,"normal",93.5,7,,,10
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Chest Fly (Machine)",,"",4,"normal",86.4,6,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Incline Bench Press (Dumbbell)",,"",0,"warmup",64,5,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Incline Bench Press (Dumbbell)",,"",1,"warmup",68,3,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Incline Bench Press (Dumbbell)",,"",2,"normal",72,6,,,10
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Decline Bench Press (Machine)",,"",0,"failure",80,8,,,10
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Single Arm Lateral Raise (Cable)",,"",0,"warmup",7.5,5,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Single Arm Lateral Raise (Cable)",,"",1,"failure",7.5,10,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Single Arm Lateral Raise (Cable)",,"",2,"failure",5,12,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Triceps Pushdown",,"",0,"warmup",32.5,3,,,
"Chest🐓","28 de mai. de 2026, 14:50","28 de mai. de 2026, 15:56","","Triceps Pushdown",,"",1,"failure",35,8,,,10
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Lat Pulldown (Cable)",,"",0,"warmup",52.3,10,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Lat Pulldown (Cable)",,"",1,"warmup",79.5,5,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Lat Pulldown (Cable)",,"",2,"warmup",93.2,3,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Lat Pulldown (Cable)",,"",3,"normal",93.2,9,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Lat Pulldown (Cable)",,"",4,"normal",86.6,6,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Bent Over Row (Barbell)",,"",0,"warmup",60,6,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Bent Over Row (Barbell)",,"",1,"warmup",90,3,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Bent Over Row (Barbell)",,"",2,"warmup",95,3,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Bent Over Row (Barbell)",,"",3,"normal",95,8,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",72.7,3,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Rear Delt Reverse Fly (Machine)",,"",1,"normal",72.7,9,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Rear Delt Reverse Fly (Machine)",,"",2,"normal",72.7,7,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Lateral Raise (Dumbbell)",,"",0,"warmup",28,5,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Lateral Raise (Dumbbell)",,"",1,"normal",28,10,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Lateral Raise (Dumbbell)",,"",2,"failure",28,7,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","rosca scott unilateral de pirraia",,"",0,"warmup",16,3,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","rosca scott unilateral de pirraia",,"",1,"normal",16,6,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","rosca scott unilateral de pirraia",,"",2,"normal",14,7,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Crunch (Machine)",,"",0,"warmup",57,8,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Crunch (Machine)",,"",1,"warmup",104,5,,,
"Back🦍","26 de mai. de 2026, 14:51","26 de mai. de 2026, 16:35","Treino de alma - eterno bbzinho 🖤","Crunch (Machine)",,"",2,"normal",104,10,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Deadlift (Barbell)",,"",0,"warmup",100,4,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Deadlift (Barbell)",,"",1,"warmup",100,3,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Deadlift (Barbell)",,"",2,"warmup",130,1,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Deadlift (Barbell)",,"",3,"warmup",150,1,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Deadlift (Barbell)",,"",4,"normal",170,3,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Hip Thrust (Machine)",,"",0,"warmup",60,6,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Hip Thrust (Machine)",,"",1,"warmup",85,3,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Hip Thrust (Machine)",,"",2,"normal",85,9,,,10
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Seated Leg Curl (Machine)",,"",0,"warmup",77,6,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Seated Leg Curl (Machine)",,"",1,"warmup",97,2,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Seated Leg Curl (Machine)",,"",2,"normal",104,8,,,9.5
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Seated Leg Curl (Machine)",,"",3,"normal",97,6,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Leg Extension (Machine)",,"",0,"warmup",77,6,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Leg Extension (Machine)",,"",1,"warmup",104,3,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Single Leg Extensions",,"",0,"normal",57,9,,,10
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Calf Extension (Machine)",,"",0,"warmup",131.8,12,,,
"Hamstrings🦘","22 de mai. de 2026, 15:04","22 de mai. de 2026, 16:29","","Calf Extension (Machine)",,"",1,"normal",177.3,12,,,
"cardio","20 de mai. de 2026, 19:36","20 de mai. de 2026, 20:36","shhh","Cycling",,"",0,"normal",,,13.71,3600,
"cardio","19 de mai. de 2026, 18:52","19 de mai. de 2026, 19:28","","Cycling",,"",0,"normal",,,9.1,2160,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Lat Pulldown (Cable)",,"",0,"warmup",52.3,10,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Lat Pulldown (Cable)",,"",1,"warmup",79.5,5,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Lat Pulldown (Cable)",,"",2,"warmup",93.2,3,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Lat Pulldown (Cable)",,"",3,"normal",93.2,10,,,10
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Lat Pulldown (Cable)",,"",4,"normal",93.2,6,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Bent Over Row (Barbell)",,"",0,"warmup",60,6,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Bent Over Row (Barbell)",,"",1,"warmup",90,3,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Bent Over Row (Barbell)",,"",2,"normal",95,9,,,10
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",72.7,3,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Rear Delt Reverse Fly (Machine)",,"",1,"normal",72.7,10,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Rear Delt Reverse Fly (Machine)",,"",2,"normal",72.7,7,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Lateral Raise (Dumbbell)",,"",0,"warmup",28,5,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Lateral Raise (Dumbbell)",,"",1,"normal",28,11,,,10
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Lateral Raise (Dumbbell)",,"",2,"failure",28,7,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Preacher Curl (Machine)",,"",0,"warmup",77,3,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Preacher Curl (Machine)",,"",1,"normal",77,6,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Preacher Curl (Machine)",,"",2,"normal",70,5,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Crunch (Machine)",,"",0,"warmup",97,8,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Crunch (Machine)",,"",1,"normal",104,10,,,
"Back🦍","19 de mai. de 2026, 17:18","19 de mai. de 2026, 18:40","""Ele voltou, ELE TÁ VIVO!! OPTIMUS ESTÁ AQUI!!!!!""","Crunch (Machine)",,"",2,"normal",104,8,,,
"Cardio","18 de mai. de 2026, 17:26","18 de mai. de 2026, 18:02","o cardio mais triste do ano!","Cycling",,"",0,"normal",,,8.59,2160,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Calf Extension (Machine)",,"",0,"warmup",131.8,12,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Calf Extension (Machine)",,"",1,"normal",177.3,12,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Calf Extension (Machine)",,"",2,"normal",177.3,12,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Squat (Barbell)",,"",0,"warmup",60,8,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Squat (Barbell)",,"",1,"warmup",100,5,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Squat (Barbell)",,"",2,"warmup",115,2,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Squat (Barbell)",,"",3,"normal",115,9,,,10
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Leg Extension (Machine)",,"",0,"warmup",77,6,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Leg Extension (Machine)",,"",1,"warmup",104,3,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Single Leg Extensions",,"",0,"normal",57,8,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Single Leg Extensions",,"",1,"normal",50,12,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Seated Leg Curl (Machine)",,"",0,"warmup",70,6,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Seated Leg Curl (Machine)",,"",1,"warmup",97,3,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Seated Leg Curl (Machine)",,"",2,"normal",97,14,,,10
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Hip Adduction (Machine)",,"",0,"warmup",50,6,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Hip Adduction (Machine)",,"",1,"warmup",70,3,,,
"Quads🐎","18 de mai. de 2026, 15:47","18 de mai. de 2026, 17:23","eu sou uma vítima do meu próprio sucesso!","Hip Adduction (Machine)",,"",2,"normal",70,8,,,10
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Crunch (Machine)",,"",0,"warmup",97,5,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Crunch (Machine)",,"",1,"normal",104,10,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Decline Bench Press (Machine)",,"",0,"warmup",40,12,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Decline Bench Press (Machine)",,"",1,"warmup",60,5,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Decline Bench Press (Machine)",,"",2,"warmup",80,3,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Decline Bench Press (Machine)",,"",3,"normal",80,10,,,9
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Decline Bench Press (Machine)",,"",4,"normal",80,8,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Lat Pulldown (Cable)",,"",0,"warmup",52.3,8,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Lat Pulldown (Cable)",,"",1,"warmup",72.7,5,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Lat Pulldown (Cable)",,"",2,"warmup",86.4,3,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Lat Pulldown (Cable)",,"",3,"normal",93.2,8,,,10
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Lat Pulldown (Cable)",,"",4,"normal",86.4,7,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Seated Shoulder Press (Machine)",,"",0,"warmup",90,3,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Seated Shoulder Press (Machine)",,"",1,"failure",90,7,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Iso-Lateral Row (Machine)",,"",0,"warmup",20,6,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Iso-Lateral Row (Machine)",,"",1,"warmup",30,3,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Iso-Lateral Row (Machine)",,"",2,"normal",40,9,,,10
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Lateral Raise (Dumbbell)",,"",0,"warmup",24,5,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Lateral Raise (Dumbbell)",,"",1,"failure",28,9,,,10
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","Lateral Raise (Dumbbell)",,"",2,"normal",28,6,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","rosca scott unilateral de pirraia",,"",0,"warmup",16,3,,,
"upper 🐸","16 de mai. de 2026, 12:14","16 de mai. de 2026, 13:47","Cantando pq esquecemos o fone. 🎧","rosca scott unilateral de pirraia",,"",1,"normal",16,7,,,
"cardio","15 de mai. de 2026, 21:22","15 de mai. de 2026, 21:58","","Cycling",,"",0,"normal",,,8.66,2160,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Deadlift (Barbell)",,"",0,"warmup",60,7,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Deadlift (Barbell)",,"",1,"warmup",100,3,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Deadlift (Barbell)",,"",2,"warmup",130,1,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Deadlift (Barbell)",,"",3,"warmup",150,1,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Deadlift (Barbell)",,"",4,"normal",170,4,,,10
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Hip Thrust (Machine)",,"",0,"warmup",60,6,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Hip Thrust (Machine)",,"",1,"warmup",85,3,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Hip Thrust (Machine)",,"",2,"normal",85,8,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Seated Leg Curl (Machine)",,"",0,"warmup",77,6,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Seated Leg Curl (Machine)",,"",1,"warmup",97,2,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Seated Leg Curl (Machine)",,"",2,"normal",97,10,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Seated Leg Curl (Machine)",,"",3,"normal",97,7,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Leg Extension (Machine)",,"",0,"warmup",77,6,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Leg Extension (Machine)",,"",1,"warmup",97,3,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Single Leg Extensions",,"",0,"normal",57,7,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Calf Extension (Machine)",,"",0,"warmup",131.8,12,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Calf Extension (Machine)",,"",1,"normal",168.2,12,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Calf Extension (Machine)",,"",2,"normal",177.3,12,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Hip Adduction (Machine)",,"",0,"warmup",50,6,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Hip Adduction (Machine)",,"",1,"warmup",63,3,,,
"Hamstrings🦘","15 de mai. de 2026, 19:43","15 de mai. de 2026, 21:13","""Saudade de quando era mais novo""","Hip Adduction (Machine)",,"",2,"normal",63,12,,,10
"cardio🪜","14 de mai. de 2026, 16:47","14 de mai. de 2026, 17:23","","Stair Machine (Steps)",,"",0,"normal",,,,2160,
